device_id,circuit_id,split,family,generator,num_qubits,depth,size,attempts_expected,attempts_observed,success_count,failure_count,timeout_count,success_rate,transpile_success_n,transpile_median_s,transpile_mean_s,transpile_p95_s,transpile_max_s,eligible_configurations,best_config_id,best_median_score
ibm_falcon_27,ae_indep_qiskit_2,train,ae,qiskit,2,6,9,36,36,36,0,0,1.0,36,0.009379499500028032,0.010000330000012683,0.01496898899995358,0.022292225999990478,12,o2_dense_sabre,0.9928891757
ibm_falcon_27,graphstate_indep_qiskit_14,train,graphstate,qiskit,14,8,42,36,36,36,0,0,1.0,36,0.013866106499790476,0.5919199415555896,3.5778023302500515,3.9018828270000085,12,o3_default_default,0.8852193255
ibm_falcon_27,qaoa_indep_tket_7,train,qaoa,tket,7,10,42,36,36,36,0,0,1.0,36,0.019409596500281623,0.5313587193889538,2.2891714167500368,6.920487233000131,12,o2_default_default,0.9300542225
ibm_falcon_27,vqe_indep_tket_16,train,vqe,tket,16,21,94,36,36,36,0,0,1.0,36,0.01969411299978674,0.8310925928611065,4.731887250249883,7.1167241030002515,12,o2_default_default,0.9069866952
ibm_falcon_27,pricingcall_indep_qiskit_5,validation,pricingcall,qiskit,5,36,47,36,36,34,0,2,0.9444444444444444,34,0.02245142499987196,2.6372145824999973,21.08427636034986,28.908322246999887,10,o2_dense_sabre,0.8588110672
ibm_falcon_27,routing_indep_qiskit_12,test,routing,qiskit,12,20,93,36,36,36,0,0,1.0,36,0.022973639000156254,0.33899489652779063,1.4196566162499948,5.762252426000032,12,o2_default_default,0.9234253396
