device_id,study,config_id,optimization_level,layout_method,routing_method,attempts_expected,attempts_observed,success_count,failure_count,timeout_count,success_rate,circuits_expected,circuits_complete,circuits_eligible,transpile_success_n,transpile_min_s,transpile_median_s,transpile_mean_s,transpile_p95_s,transpile_max_s,rank1_count,co_winner_count,top3_count
ibm_heron_156,baseline,o2_default_default,2,,,30,30,30,0,0,1.0,10,10,10,30,0.017147578000276553,0.0553189115000805,0.2611256031999801,1.0864722954498796,1.597061161000056,3,3,7
ibm_heron_156,baseline,o3_default_default,3,,,30,30,27,0,3,0.9,10,10,9,27,0.03698811999993268,2.4427038440003344,6.207426467481532,26.98424442480004,37.0652684050001,5,6,8
ibm_heron_156,layout,o2_sabre_sabre,2,sabre,sabre,30,30,30,0,0,1.0,10,10,10,30,0.018375619999915216,0.043087045999982365,0.23517593343335647,0.9971131943500491,1.182116576000226,1,1,4
ibm_heron_156,layout,o2_dense_sabre,2,dense,sabre,30,30,30,0,0,1.0,10,10,10,30,0.017812978000165458,0.08719691199985391,0.1542086700000406,0.4720151022502018,0.5490279790001296,1,1,4
ibm_heron_156,layout,o2_trivial_sabre,2,trivial,sabre,30,30,30,0,0,1.0,10,10,10,30,0.012398773000313668,0.02702170600014142,0.11435694403339766,0.4627633951002505,0.5149130800000421,0,0,0
ibm_heron_156,layout,o3_sabre_sabre,3,sabre,sabre,30,30,27,0,3,0.9,10,10,9,27,0.07063034600014362,2.671126854999784,10.251937346444468,54.77635684640013,78.38572851700019,0,0,1
ibm_heron_156,layout,o3_dense_sabre,3,dense,sabre,30,30,30,0,0,1.0,10,10,10,30,0.02226264299997638,0.09746134700003495,0.6400996462333448,2.5919069752500485,2.6461446440002874,0,1,5
ibm_heron_156,layout,o3_trivial_sabre,3,trivial,sabre,30,30,30,0,0,1.0,10,10,10,30,0.018712570999923628,1.25581421149991,9.13500780749999,44.65391094299992,95.10789283399981,0,0,0
ibm_heron_156,routing,o2_sabre_lookahead,2,sabre,lookahead,30,30,18,0,12,0.6,10,10,6,18,0.019895735000318382,0.07238405650014101,7.664930296000067,27.694601411949932,38.65219921500011,0,0,1
ibm_heron_156,routing,o2_sabre_basic,2,sabre,basic,30,30,30,0,0,1.0,10,10,10,30,0.017364809000355308,0.081839539999919,0.47005406113332054,2.4449803313500746,2.652940225999828,0,0,0
ibm_heron_156,routing,o3_sabre_lookahead,3,sabre,lookahead,30,30,9,0,21,0.3,10,10,3,9,0.026270833000126004,0.48558086200000616,0.7186562146667307,1.6487516350001896,1.6522703290002028,0,0,0
ibm_heron_156,routing,o3_sabre_basic,3,sabre,basic,30,30,27,0,3,0.9,10,10,9,27,0.026674595999793382,2.1901571800003694,9.272950473296314,41.674463181399865,68.80711822400008,0,0,0
