device_id,circuit_id,split,family,generator,num_qubits,depth,size,attempts_expected,attempts_observed,success_count,failure_count,timeout_count,success_rate,transpile_success_n,transpile_median_s,transpile_mean_s,transpile_p95_s,transpile_max_s,eligible_configurations,best_config_id,best_median_score
ibm_heron_156,ae_indep_qiskit_2,train,ae,qiskit,2,6,9,36,36,36,0,0,1.0,36,0.02705684049988122,0.062082168194516875,0.23663199250029265,0.24405732900004296,12,o2_default_default,0.9970553486
ibm_heron_156,graphstate_indep_qiskit_14,train,graphstate,qiskit,14,8,42,36,36,33,0,3,0.9166666666666666,33,0.07678656999996747,15.341204601909105,61.69765641680013,78.38572851700019,11,o3_default_default,0.9215907263
ibm_heron_156,qaoa_indep_tket_7,train,qaoa,tket,7,10,42,36,36,33,0,3,0.9166666666666666,33,0.05880533600020499,4.713022506757611,16.001942104200133,16.89796497899988,11,o3_default_default,0.9206502501
ibm_heron_156,random_indep_qiskit_30,train,random,qiskit,30,312,2080,36,36,30,0,6,0.8333333333333334,30,1.6909999175002213,2.108814806766683,5.7994025988998805,7.002221441000074,10,o2_default_default,5.18e-08
ibm_heron_156,vqe_indep_tket_16,train,vqe,tket,16,21,94,36,36,36,0,0,1.0,36,0.08556915750000371,0.7758841136111035,2.144601029999876,2.2935511139999107,12,o3_default_default,0.9192701832
ibm_heron_156,wstate_indep_tket_90,train,wstate,tket,90,181,447,36,36,24,0,12,0.6666666666666666,24,0.10236560549992646,7.791724883500005,48.7723319430001,95.10789283399981,8,o2_default_default,0.5143183772
ibm_heron_156,pricingcall_indep_qiskit_5,validation,pricingcall,qiskit,5,36,47,36,36,30,0,6,0.8333333333333334,30,0.06872788050009149,0.07531288339998052,0.12215516280004973,0.2960968539996429,10,o2_dense_sabre,0.8966700539
ibm_heron_156,qft_indep_tket_40,validation,qft,tket,40,81,880,36,36,30,0,6,0.8333333333333334,30,0.8774232934999873,5.003656874266683,31.278978137849947,34.038905182000235,10,o3_default_default,0.0012783243
ibm_heron_156,qpeexact_indep_tket_60,test,qpeexact,tket,60,179,1977,36,36,30,0,6,0.8333333333333334,30,1.647075581000081,2.2772964633333532,8.42023069785009,10.418550706000133,10,o2_sabre_sabre,1.966e-07
ibm_heron_156,routing_indep_qiskit_12,test,routing,qiskit,12,20,93,36,36,36,0,0,1.0,36,0.05604858900005638,0.18333022813894534,0.4760651177498403,0.4869990450001751,12,o3_default_default,0.9279774245
