device_id,circuit_id,split,family,generator,num_qubits,depth,size,attempts_expected,attempts_observed,success_count,failure_count,timeout_count,success_rate,transpile_success_n,transpile_median_s,transpile_mean_s,transpile_p95_s,transpile_max_s,eligible_configurations,best_config_id,best_median_score
ibm_heron_156,ae_indep_qiskit_10,train,ae,qiskit,10,54,101,36,36,30,0,6,0.8333333333333334,30,0.030674043500766857,0.07379630713282191,0.2643355649011937,0.27028846600296674,10,o3_default_default,0.814369826
ibm_heron_156,ae_indep_qiskit_11,train,ae,qiskit,11,60,117,36,36,30,0,6,0.8333333333333334,30,0.027901360499527073,0.033117925466892,0.0693912814502255,0.07309173099929467,10,o3_default_default,0.7434891887
ibm_heron_156,ae_indep_qiskit_12,train,ae,qiskit,12,66,134,36,36,30,0,6,0.8333333333333334,30,0.03128635099710664,0.038029351399745795,0.07233691380279197,0.07407457400404382,10,o2_default_default,0.7171762321
ibm_heron_156,ae_indep_qiskit_13,train,ae,qiskit,13,72,152,36,36,30,0,6,0.8333333333333334,30,0.03363479749896214,0.04405265890090959,0.11137685460016652,0.1196753090043785,10,o3_default_default,0.6371522393
ibm_heron_156,ae_indep_qiskit_2,train,ae,qiskit,2,6,9,36,36,36,0,0,1.0,36,0.012843709497246891,0.013391277639028785,0.016861396999956924,0.02090086899988819,12,o3_default_default,0.9971458706
ibm_heron_156,ae_indep_qiskit_3,train,ae,qiskit,3,12,17,36,36,36,0,0,1.0,36,0.018157254002289847,0.9942658167508651,6.873860981000689,7.227957821000018,12,o3_default_default,0.9869268588
ibm_heron_156,ae_indep_qiskit_30,train,ae,qiskit,30,174,611,36,36,30,0,6,0.8333333333333334,30,0.09855664450515178,0.14330974373297067,0.31600743509807216,0.3628086910030106,10,o2_default_default,0.0590630666
ibm_heron_156,ae_indep_qiskit_4,train,ae,qiskit,4,18,26,36,36,36,0,0,1.0,36,0.019586505000916077,2.0720704531112357,12.47877853825048,16.042617358005373,12,o3_default_default,0.9840257984
ibm_heron_156,ae_indep_qiskit_40,train,ae,qiskit,40,234,1016,36,36,30,0,6,0.8333333333333334,30,0.16410276999886264,0.2493059458337181,0.7277930699536227,0.7959173299968825,10,o3_default_default,0.0115288108
ibm_heron_156,ae_indep_qiskit_5,train,ae,qiskit,5,24,36,36,36,36,0,0,1.0,36,0.019408923501032405,2.735690793444115,17.509957953498088,18.7706718049958,12,o3_dense_sabre,0.9668213364
ibm_heron_156,ae_indep_qiskit_50,train,ae,qiskit,50,294,1521,36,36,30,0,6,0.8333333333333334,30,0.21573696199629921,0.34093863536569796,0.9521233100498645,1.2121705020035733,10,o2_default_default,0.0009385855
ibm_heron_156,ae_indep_qiskit_6,train,ae,qiskit,6,30,47,36,36,36,0,0,1.0,36,0.01989393600160838,7.119912099666787,48.12954672199703,54.589539635999245,12,o3_default_default,0.9537814534
ibm_heron_156,ae_indep_qiskit_60,train,ae,qiskit,60,354,2126,36,36,30,0,6,0.8333333333333334,30,0.2548569079990557,0.41230752379924523,1.190089889298906,1.2907633159993566,10,o3_default_default,0.0001017826
ibm_heron_156,ae_indep_qiskit_7,train,ae,qiskit,7,36,59,36,36,35,0,1,0.9722222222222222,35,0.020654371001000982,7.0437247670569505,42.79151530730087,78.66653151600622,11,o3_default_default,0.9335981042
ibm_heron_156,ae_indep_qiskit_8,train,ae,qiskit,8,42,72,36,36,33,0,3,0.9166666666666666,33,0.020040878000145312,6.978706936758306,73.90238391879973,80.07114014900435,10,o3_default_default,0.9091390719
ibm_heron_156,ae_indep_qiskit_9,train,ae,qiskit,9,48,86,36,36,30,0,6,0.8333333333333334,30,0.019716888502443908,0.02396990469957624,0.04236828595167025,0.04674703799537383,10,o3_default_default,0.8781354448
ibm_heron_156,ae_indep_tket_10,train,ae,tket,10,63,119,36,36,30,0,6,0.8333333333333334,30,0.021727811996242963,0.02548394019928916,0.04994264314846077,0.05342954899970209,10,o3_default_default,0.8142910969
ibm_heron_156,ae_indep_tket_11,train,ae,tket,11,70,137,36,36,30,0,6,0.8333333333333334,30,0.02470462050041533,0.030026017267179364,0.05716313325319787,0.07636690700019244,10,o3_default_default,0.743625258
ibm_heron_156,ae_indep_tket_12,train,ae,tket,12,77,156,36,36,30,0,6,0.8333333333333334,30,0.024566642998252064,0.029270158066113557,0.06025096920020585,0.0679906969962758,10,o2_default_default,0.7172413036
ibm_heron_156,ae_indep_tket_2,train,ae,tket,2,7,11,36,36,36,0,0,1.0,36,0.01128767049885937,0.011821180665315801,0.014752774997759843,0.017129490996012464,12,o3_default_default,0.9971458706
ibm_heron_156,ae_indep_tket_3,train,ae,tket,3,14,21,36,36,36,0,0,1.0,36,0.016548608502489515,0.9515222826115254,6.780451773249297,6.839839806001692,12,o3_default_default,0.9869268588
ibm_heron_156,ae_indep_tket_30,train,ae,tket,30,203,669,36,36,30,0,6,0.8333333333333334,30,0.0989890889977687,0.13332606123343188,0.3172983350475987,0.34485033599776216,10,o3_default_default,0.0630475935
ibm_heron_156,ae_indep_tket_4,train,ae,tket,4,21,32,36,36,36,0,0,1.0,36,0.016622161499981303,1.99633902166675,12.040581129745988,15.205831903003855,12,o3_default_default,0.9839356265
ibm_heron_156,ae_indep_tket_40,train,ae,tket,40,273,1094,36,36,30,0,6,0.8333333333333334,30,0.1468247060001886,0.21771755180016045,0.6768084663501213,0.731030484996154,10,o3_default_default,0.0114915002
ibm_heron_156,ae_indep_tket_5,train,ae,tket,5,28,44,36,36,36,0,0,1.0,36,0.01743538050141069,2.5908825128335593,16.020282846498958,18.52948799400474,12,o3_dense_sabre,0.9667300879
ibm_heron_156,ae_indep_tket_50,train,ae,tket,50,343,1619,36,36,30,0,6,0.8333333333333334,30,0.17159373599861283,0.28760732646624093,0.7978276560497759,1.161653805997048,10,o2_default_default,0.0009384719
ibm_heron_156,ae_indep_tket_6,train,ae,tket,6,35,57,36,36,36,0,0,1.0,36,0.021419545999378897,6.986882268054817,46.966337220499554,53.65587532299833,12,o3_default_default,0.953684626
ibm_heron_156,ae_indep_tket_7,train,ae,tket,7,42,71,36,36,35,0,1,0.9722222222222222,35,0.02119801999651827,7.131857020343055,44.51205728929926,75.91204104400094,11,o3_default_default,0.9336864147
ibm_heron_156,ae_indep_tket_8,train,ae,tket,8,49,86,36,36,33,0,3,0.9166666666666666,33,0.021555041006649844,7.062445036757598,73.44784381000062,83.091799283,10,o3_default_default,0.9092248844
ibm_heron_156,ae_indep_tket_9,train,ae,tket,9,56,102,36,36,30,0,6,0.8333333333333334,30,0.020103945997107076,0.023789079498965294,0.04344691399783187,0.04709017099958146,10,o2_default_default,0.8779649238
ibm_heron_156,dj_indep_qiskit_10,train,dj,qiskit,10,12,37,36,36,36,0,0,1.0,36,0.018314957997063175,2.9999052460550755,19.60568869374947,20.608676624993677,12,o3_default_default,0.9565958566
ibm_heron_156,dj_indep_qiskit_11,train,dj,qiskit,11,13,41,36,36,36,0,0,1.0,36,0.018023396500211675,3.4101101339438173,20.532017668754634,21.114686779001204,12,o3_default_default,0.958078848
ibm_heron_156,dj_indep_qiskit_12,train,dj,qiskit,12,14,45,36,36,36,0,0,1.0,36,0.02019899549850379,3.6527554710549643,21.997838323000906,22.3147238330057,12,o3_default_default,0.9430925526
ibm_heron_156,dj_indep_qiskit_13,train,dj,qiskit,13,15,49,36,36,36,0,0,1.0,36,0.020267641499231104,4.447024202083008,27.183435330000066,27.309587458999886,12,o2_default_default,0.9427714392
ibm_heron_156,dj_indep_qiskit_14,train,dj,qiskit,14,16,53,36,36,36,0,0,1.0,36,0.021696851999877254,5.753091062721675,34.41899136700158,35.33222389599541,12,o3_default_default,0.9387174252
ibm_heron_156,dj_indep_qiskit_15,train,dj,qiskit,15,17,57,36,36,36,0,0,1.0,36,0.021459130999573972,5.927931311666827,35.23884711225037,36.998716804999276,12,o3_default_default,0.9296531597
ibm_heron_156,dj_indep_qiskit_16,train,dj,qiskit,16,18,61,36,36,36,0,0,1.0,36,0.023039702497044345,6.072035167332716,36.69003711199912,38.1511277239988,12,o3_default_default,0.9288946024
ibm_heron_156,dj_indep_qiskit_17,train,dj,qiskit,17,19,65,36,36,36,0,0,1.0,36,0.02179311999861966,6.167838221721468,36.966239064995534,38.1190751489994,12,o3_default_default,0.9226542428
ibm_heron_156,dj_indep_qiskit_18,train,dj,qiskit,18,20,69,36,36,36,0,0,1.0,36,0.026206425001873868,6.659469396750258,39.75505210625124,44.09992918300122,12,o3_default_default,0.9103948563
ibm_heron_156,dj_indep_qiskit_19,train,dj,qiskit,19,21,73,36,36,36,0,0,1.0,36,0.025017664000188233,9.396341346333632,53.49045444675539,79.9267109020002,12,o3_default_default,0.9047819798
ibm_heron_156,dj_indep_qiskit_2,train,dj,qiskit,2,4,5,36,36,36,0,0,1.0,36,0.012719025002297712,0.01773298322303971,0.01614915349819057,0.1898669570000493,12,o3_default_default,0.9993557374
ibm_heron_156,dj_indep_qiskit_20,train,dj,qiskit,20,22,77,36,36,36,0,0,1.0,36,0.028143818497483153,13.966997142388411,84.15361063774617,86.55467625299934,12,o3_default_default,0.8981112701
ibm_heron_156,dj_indep_qiskit_21,train,dj,qiskit,21,23,81,36,36,36,0,0,1.0,36,0.026459185504791094,13.22281737480484,91.33864765600083,95.21545637399686,12,o3_default_default,0.8924395919
ibm_heron_156,dj_indep_qiskit_22,train,dj,qiskit,22,24,85,36,36,35,0,1,0.9722222222222222,35,0.029213139998319093,8.997344465628391,53.930939158800896,99.05831243000284,11,o3_default_default,0.886819051
ibm_heron_156,dj_indep_qiskit_23,train,dj,qiskit,23,25,89,36,36,33,0,3,0.9166666666666666,33,0.02664426399860531,6.46833634042383,54.43354382480029,103.35628999999608,10,o3_default_default,0.8856085538
ibm_heron_156,dj_indep_qiskit_24,train,dj,qiskit,24,26,93,36,36,32,0,4,0.8888888888888888,32,0.02579766549752094,3.561581577687548,25.180874877700948,57.15836967799987,10,o3_default_default,0.877044209
ibm_heron_156,dj_indep_qiskit_25,train,dj,qiskit,25,27,97,36,36,33,0,3,0.9166666666666666,33,0.029245737998280674,6.0199674465457615,63.75605419580097,69.61332823300472,10,o3_default_default,0.8722325205
ibm_heron_156,dj_indep_qiskit_26,train,dj,qiskit,26,28,101,36,36,32,0,4,0.8888888888888888,32,0.024767857499682577,4.55968920484429,32.105113337148524,73.59459373500431,10,o3_default_default,0.8593782185
ibm_heron_156,dj_indep_qiskit_27,train,dj,qiskit,27,29,105,36,36,30,0,6,0.8333333333333334,30,0.022722908499417827,0.05426072573318379,0.18638822825232626,0.44008808200305793,10,o3_default_default,0.8585788035
ibm_heron_156,dj_indep_qiskit_28,train,dj,qiskit,28,30,109,36,36,30,0,6,0.8333333333333334,30,0.026813458498509135,0.05603673583367102,0.2126687555490206,0.37907864499720745,10,o3_default_default,0.8603333871
ibm_heron_156,dj_indep_qiskit_29,train,dj,qiskit,29,31,113,36,36,32,0,4,0.8888888888888888,32,0.02493386000060127,6.0237355944375395,43.1344981528516,95.58267581600376,10,o3_default_default,0.8511432667
ibm_heron_156,dj_indep_qiskit_3,train,dj,qiskit,3,5,9,36,36,36,0,0,1.0,36,0.01433205249850289,0.014210274972154165,0.017578361004780163,0.0189332869995269,12,o3_default_default,0.9976119767
ibm_heron_156,dj_indep_qiskit_30,train,dj,qiskit,30,32,117,36,36,31,0,5,0.8611111111111112,31,0.026281714999640826,2.8958307002258445,0.20440691100156982,88.34089842600224,10,o3_default_default,0.8500779604
ibm_heron_156,dj_indep_qiskit_4,train,dj,qiskit,4,6,13,36,36,36,0,0,1.0,36,0.0131188454979565,0.16596428888988157,0.01950505874810915,5.492016964002687,12,o2_default_default,0.9932239888
ibm_heron_156,dj_indep_qiskit_40,train,dj,qiskit,40,42,157,36,36,30,0,6,0.8333333333333334,30,0.02816374000030919,0.12220162456627198,0.8340723575478477,1.0205999520039768,10,o3_default_default,0.8000460735
ibm_heron_156,dj_indep_qiskit_5,train,dj,qiskit,5,7,17,36,36,36,0,0,1.0,36,0.01588595850262209,0.9250868636111894,6.03210010699695,8.288067661000241,12,o3_default_default,0.9870972447
ibm_heron_156,dj_indep_qiskit_50,train,dj,qiskit,50,52,197,36,36,30,0,6,0.8333333333333334,30,0.025716998999996576,0.4763985612337516,4.338720066599126,4.5226272770014475,10,o3_default_default,0.739910155
ibm_heron_156,dj_indep_qiskit_6,train,dj,qiskit,6,8,21,36,36,36,0,0,1.0,36,0.017634252999414457,1.486221065250599,8.758983814499516,11.626652505001402,12,o2_default_default,0.9843374754
ibm_heron_156,dj_indep_qiskit_60,train,dj,qiskit,60,62,237,36,36,30,0,6,0.8333333333333334,30,0.03197061649916577,1.8325243917992338,17.433881127447602,18.956641293996654,10,o3_default_default,0.6821663608
ibm_heron_156,dj_indep_qiskit_7,train,dj,qiskit,7,9,25,36,36,36,0,0,1.0,36,0.016963019501417875,1.8714730458337323,11.321605950999583,14.587948466003581,12,o3_default_default,0.9722729306
ibm_heron_156,dj_indep_qiskit_70,train,dj,qiskit,70,72,277,36,36,30,0,6,0.8333333333333334,30,0.03197376199750579,1.9548131394663264,18.649054723599328,20.101820146002865,10,o3_default_default,0.6436003382
ibm_heron_156,dj_indep_qiskit_8,train,dj,qiskit,8,10,29,36,36,36,0,0,1.0,36,0.016305025499605108,2.595676332471865,17.583299360747333,18.560415076004574,12,o2_default_default,0.9723797627
ibm_heron_156,dj_indep_qiskit_80,train,dj,qiskit,80,82,317,36,36,30,0,6,0.8333333333333334,30,0.034299373499379726,1.9735057066000687,18.899173834449172,19.964262818997668,10,o3_default_default,0.5789445504
ibm_heron_156,dj_indep_qiskit_9,train,dj,qiskit,9,11,33,36,36,36,0,0,1.0,36,0.01865486550013884,2.042932866722064,11.548542243499469,18.279579918998934,12,o3_default_default,0.9641492671
ibm_heron_156,dj_indep_qiskit_90,train,dj,qiskit,90,92,357,36,36,30,0,6,0.8333333333333334,30,0.04720132849615766,2.1252560165000127,20.571609192101455,20.96031480199599,10,o3_default_default,0.5504877923
ibm_heron_156,dj_indep_tket_10,train,dj,tket,10,14,50,36,36,36,0,0,1.0,36,0.018113318998075556,2.946256399361017,19.21554524224848,20.103970841002592,12,o3_default_default,0.9564236329
ibm_heron_156,dj_indep_tket_11,train,dj,tket,11,15,56,36,36,36,0,0,1.0,36,0.01689036599782412,3.4502009583061914,21.00893336225272,21.62999254299939,12,o3_default_default,0.9540693416
ibm_heron_156,dj_indep_tket_12,train,dj,tket,12,15,60,36,36,36,0,0,1.0,36,0.019594867997511756,3.677606791972519,22.353662867997627,22.868699165999715,12,o3_default_default,0.9488172329
ibm_heron_156,dj_indep_tket_13,train,dj,tket,13,17,66,36,36,36,0,0,1.0,36,0.01879881550121354,4.5018626975557305,27.240252395502466,28.170085440004186,12,o2_default_default,0.9425100022
ibm_heron_156,dj_indep_tket_14,train,dj,tket,14,18,72,36,36,36,0,0,1.0,36,0.021509317000891315,5.646370869472674,33.771389802002886,34.74657374600065,12,o3_default_default,0.9384516638
ibm_heron_156,dj_indep_tket_15,train,dj,tket,15,18,76,36,36,36,0,0,1.0,36,0.022487958496640204,5.915077288000248,35.679475523249494,35.910620268994535,12,o3_default_default,0.9269147425
ibm_heron_156,dj_indep_tket_16,train,dj,tket,16,19,80,36,36,36,0,0,1.0,36,0.022085427997808438,5.934775975278171,35.885519242001465,36.8697084420055,12,o3_default_default,0.9283760902
ibm_heron_156,dj_indep_tket_17,train,dj,tket,17,21,86,36,36,36,0,0,1.0,36,0.021045908997621154,6.183844665806141,37.057040667252295,38.38793471400277,12,o3_default_default,0.9185800108
ibm_heron_156,dj_indep_tket_18,train,dj,tket,18,21,90,36,36,36,0,0,1.0,36,0.020806241500395117,6.6966560315278105,39.837932525502765,44.13537094500498,12,o3_default_default,0.9025648616
ibm_heron_156,dj_indep_tket_19,train,dj,tket,19,22,94,36,36,36,0,0,1.0,36,0.02395006850201753,9.473841048832481,53.576735679000194,82.78646000799927,12,o3_default_default,0.9076344845
ibm_heron_156,dj_indep_tket_2,train,dj,tket,2,6,8,36,36,36,0,0,1.0,36,0.01229163000243716,0.012530521777282248,0.016371535000871518,0.01975349699932849,12,o3_default_default,0.9993557374
ibm_heron_156,dj_indep_tket_20,train,dj,tket,20,23,98,36,36,36,0,0,1.0,36,0.02713785899686627,13.947315564166072,84.04086826899766,84.8308409329984,12,o3_default_default,0.8959755078
