device_id,study,config_id,optimization_level,layout_method,routing_method,attempts_expected,attempts_observed,success_count,failure_count,timeout_count,success_rate,circuits_expected,circuits_complete,circuits_eligible,transpile_success_n,transpile_min_s,transpile_median_s,transpile_mean_s,transpile_p95_s,transpile_max_s,rank1_count,co_winner_count,top3_count
ibm_heron_156,baseline,o2_default_default,2,,,1530,1530,1530,0,0,1.0,510,510,510,1530,0.008603352995123714,0.020664453502831748,0.09784911751417193,0.2642368690067086,4.257157656000345,121,121,451
ibm_heron_156,baseline,o3_default_default,3,,,1530,1530,1530,0,0,1.0,510,510,510,1530,0.00954649900086224,0.029224733494629618,0.8613544234430175,2.9225522887481903,23.823653505001857,365,432,506
ibm_heron_156,layout,o2_sabre_sabre,2,sabre,sabre,1530,1530,1530,0,0,1.0,510,510,510,1530,0.008795647998340428,0.015761993501655525,0.034773535656336056,0.15548325959316572,0.5859143350098748,0,0,102
ibm_heron_156,layout,o2_dense_sabre,2,dense,sabre,1530,1530,1530,0,0,1.0,510,510,510,1530,0.0112392059963895,0.01957933649828192,0.028647823897245555,0.0906189101995551,0.31075237500772346,19,19,194
ibm_heron_156,layout,o2_trivial_sabre,2,trivial,sabre,1530,1530,1530,0,0,1.0,510,510,510,1530,0.007976291002705693,0.015275858000677545,0.023816403521535297,0.08297672074477294,0.22212784200382885,0,0,6
ibm_heron_156,layout,o3_sabre_sabre,3,sabre,sabre,1530,1530,1530,0,0,1.0,510,510,510,1530,0.009087364000151865,0.018182159496063832,0.049588117384334864,0.2602388800005426,0.8213842219993239,1,2,101
ibm_heron_156,layout,o3_dense_sabre,3,dense,sabre,1530,1530,1530,0,0,1.0,510,510,510,1530,0.011069463987951167,0.022142515001178253,0.04226982420250649,0.16776683425123334,0.5956646310078213,4,23,127
ibm_heron_156,layout,o3_trivial_sabre,3,trivial,sabre,1530,1530,1530,0,0,1.0,510,510,510,1530,0.008040596992941573,0.018058699504763354,0.03756430770138893,0.16681400675552138,0.5377969719993416,0,0,6
ibm_heron_156,routing,o2_sabre_lookahead,2,sabre,lookahead,1530,1530,869,0,661,0.5679738562091503,510,510,267,869,0.008915166006772779,9.504793652995431,19.791990525951636,75.68408212300271,99.71998514499865,0,0,9
ibm_heron_156,routing,o2_sabre_basic,2,sabre,basic,1530,1530,1530,0,0,1.0,510,510,510,1530,0.009070256986888126,0.029279395002959063,0.12941608497998208,0.7457706700544798,3.7623486520024016,0,0,0
ibm_heron_156,routing,o3_sabre_lookahead,3,sabre,lookahead,1530,1530,884,0,646,0.5777777777777777,510,510,274,884,0.009552344999974594,10.096895825001411,19.394908306243252,74.09844591875148,103.35628999999608,0,0,23
ibm_heron_156,routing,o3_sabre_basic,3,sabre,basic,1530,1530,1530,0,0,1.0,510,510,510,1530,0.009338474003016017,0.03150041749904631,0.1699680695279229,1.0878803108462305,3.9373338220029837,0,0,5
